,sentence,emoji
22208,【 ，嫌疑人刚被抓就另有女子来报警】看来，被骗的不止她一人啊！是不是都同样的借口呢？编的故事也一样,[允悲]
22209,《2022年全国研究生招生调查报告》指出，近六成考生因就业困难，想增强就业竞争力而选择考研。很多读研的学子，最大目的就是就业。但21记者采访一些企业HR的时候，一些企业原本更看重研究生和本科学历的差别，后来 ...全文,[思考]
22210,什么新闻吓死人,[允悲]
22211,哎呦又换了个屏幕样式,[doge]
22212,真的吗,[黑线]
22213,杨乐可不止辱女哦 还拿拐卖人口开玩笑呢那就祝他以后孩子被人拐卖吧,[太开心]
22214,组织的任务又来辣,[太开心]
22215,对面小区已经变成高风险，我们小区核酸五次全阴仍未解封，但是我觉得，封的早还是挺好的，安全 我怕死,[苦涩]
22216,除了厦门，福建省内还有好多好多好好吃的美食！查看福建省美食地图，吃遍福建！,[憧憬]
22217,我的Jasper呀，,[泪]
22218,来来来，你给我拍个张楚岚月下观鸟,[挖鼻]
22219,我也永远记得你们,[泪]
22220,拉大提琴时的娜娜简直闪闪发光，坚持做自己热爱的事情，在vlog中说：“两岁时还不知道以后的生命里有大提琴，二十岁时知道大提琴会陪着一辈子。”但不是只有大提琴，很爱nana，期待更好的作品,[抱一抱]
22221,呜呜呜呜呜期待，等好久了 宇子，我不能没有你 快点开播吧,[泪]
22222,以前中国太穷，没有办法，什么都要忍 欠我们的早晚会还回来！,[泪]
22223,不管怎么说，格力空调还是挺棒的。,[汗]
22224,#陈晓 糖水炖王八#我的糖水炖王八在哪里 哦天呐 哈哈哈哈哈哈哈哈,[doge]
22225,我前同事晚上吃了一块榴莲，说是一天不能吃太多，所以就熬到了凌晨12点，他说，这样就是第二天了，然后又吃了一块,[允悲]
22226,如果你的师兄师姐说某个导师很好，你可以不听，那不一定是真的好； 但是如果他们说某个导师非常不好，你一定要听，因为那肯定是真的差 因为好是多方面的，差是一致的。 选一个不好的导师，那就是双向辜负,[泪]
22227,啊~稀巴 韩国人说的 啊~八嘎 日本人说的 日~本人,[怒]
22228,坚持坚持！sh将成为du贩们从良的天堂,[哇]
22229,这期的声生不息最喜欢的是周笔畅的1984，其它的中规中矩，没有特别难听的，但也没有让我动容的声音,[单身狗]
22230,快让我看看是什么好东西,[开学季]
22231,#帕梅拉 录播#一看就是录播,[微笑]
22232,俗话说，来而不往非礼也，欧美制裁冻结大毛财产，大毛也是有机会对等制裁冻结你们的！但是最后不知道到底那方最终胜岀？这个只能交给时间了！,[围观]
22233,不敢躺平也卷不过别人,[揣手]
22234,还有没有完啊快点结束吧,[跪了]
22235,核酸产业还没赚够钱呢？好吧 坚持抗疫一百年不动摇，还有97年,[NO]
22236,结局很完美！ 没有发型歧视啊，就是看着这样的颜色的头发不爽。,[摊手]
22237,哇塞，好期待，好燃的样子,[哈哈]
22238,小王的貂蝉老婆又出新皮肤了！青春学姐上线 所以，5.1开,[哇]
22239,庄文杰！你是怎么得的病呢？吃那个药多久了呢？你这些年过得好吗？,[悲伤]
22240,#合肥 疫情防控#就这，我们还继续排练呢,[可爱]
22241,你南京hero是电竞黑社会嘛 好可怕,[微笑]
22242,……！ 算了，最起码他知道地球是圆的。,[费解]
22243,边关月真的无法想象她在底下被掩埋的时间听到外面传来声音，得知自己能被得救时候的心情。你就是我们的榜样，你就是我们所有人心中的英雄，谢谢你们一直坚持，不放弃，坚持到最后一刻,[心]
22244,【比特币大跌10% 刷新逾2个月以来新低】比特币大跌10%，最新报35708美元/枚，刷新逾2个月以来新低。以太坊向下触及2700美元/枚，日内跌8.17%。(来自爱股票APP),[2022]
22245,？？69！看视频我以为最多五十？？坚持运动 网页链接,[赞]
22246,为了提高生育率你也是够拼啊新浪，跟删帖删微博时候有的一拼啊 你天天冲这种破热搜你什么目的你自己心里清楚，麻痹的，你爹的 恶不恶心？生育率低你不知道为什么？装给谁看呢？,[太开心]
22247,捏吗的吓死我了,[可爱]
22248,我爱第三季,[抱一抱]
22249,好厉害 优秀好青年,[赞]
22250,#宁静 我先去要个梦华录剧本# 总结了一下大家都爱追录子的原因 1.它尊重我的眼睛 2.它尊重我的耳朵 3.它尊重我的智商 成为古偶爆剧的特质： 1.刘亦菲太美陈晓太帅 2.导演厉害超会拍 3.剧的质感很好 制作精良细节到位 4.全员颜值演技在线 每个人物形象都很鲜活 5.题材好 女性自立自强互 ...全文,[吃瓜]
22251,这一期的 真的是甜掉牙啦！ 一来， 肉眼可见的从开朗活泼变成小鸟依人。娜姐还向杰哥告状： 白我一眼眼！杰哥立马温柔安慰：他眼睛这么小，白你都看不到。 为什么那么多年了 ，他看她的那种眼神还是那么宠溺！ ...全文,[求饶]
22252,那就拜托啦,[虎爪比心]
22253,真有毅力，靠什么都不如靠自己,[赞]
22254,SUIBIAN好耶 咱们就说不缺电视剧看了连上了 5月10号 到爱奇艺看《侬好，我的东北女友》吧,[打call]
22255,为啥棒子国电视剧都是边拍边播的啊？,[泪]
22256,真的不建议单身狗点进来,[泪]
22257,我憋气大赛总冠军，何得何能跟EGD打，还是第一天揭幕战fpx,[苦涩]
22258,怎么这样,[doge]
22259,支持,[good]
22260,500块钱在你眼里是大数字了吧阳刚男,[开学季]
22261,这是油价涨太快了，惯性作用导致的停不下来，初中物理学过,[怒]
22262,俄罗斯必胜！世界反法西斯战争必胜！正义必胜！乌拉！！！！！！！！！！,[爱你]
22263,我的朋友我的朋友可以帮我体测吗,[苦涩]
22264,iphone13pro,[春游家族]
22265,#iPadOS 16#等16,[哇]
22266,优酷真的血赚 不管是甄嬛传还是像迪迦啊都是只有在优酷有版权 还有任嘉伦的与君相识也是只有优酷有版权 还好我是尊贵的Vip,[doge]
22267,笑死了，曾经被拉进诈骗群，安静在里面观察了一下午，觉得被骗也很难啊,[允悲]
22268,这身形，这仪态，都太绝了吧@成毅,[色]
22269,是谁？,[鲜花]
22270,好，狠，霸气！油气啊，粮食啊，矿产啊……。支持俄罗斯，是该还击美英等国，对西方已仁至义尽。,[笑哈哈]
22271,实在是太期待啦 迫不及待想看到臭屁的天真哥,[哇]
22272,什么特码的叫 要是牺牲承受压力一定是男人 女拳的百分之九十的责任都是这些母狗的爹,[吐]
22273,这雨下到广东来了,[二哈]
22274,玩手机眼睛累了经常滴眼药水啊感觉滴完眼睛润润凉凉的挺好的但是千万不要直接往黑色瞳孔眼仁上直接滴呀，那儿毛细血管很丰富，我都是后仰翻开眼睑，滴完再眨眨眼就好了。,[允悲]
22275,哈哈哈不愧是你，果然梗王就要有一个梗王的态度，那要是这么说的话我可是期待值满满了,[哇]
22276,可怕，为了利益，不顾群众生命安全,[哼]
22277,哎呦我天，这个点儿看到这个,[憧憬]
22278,我们庄文杰小时候真的好可怜啊 被校园暴力了 啊啊啊好心疼小庄,[泪]
22279,早上7点出发上班，晚上9点到家吃饭，唯一的运动是梦游,[泪]
22280,我的名侦探 17岁生日快乐,[送花花]
22281,这不算故意杀人也算过失杀人了吧？？？她失去的只是一条命，而我们接线员失去的可是她的工作啊,[拜拜]
22282,呜呜呜 李莲花的衣服好有质感 棉麻的吧 破破的 但又很精致好看 成毅身形真好,[抱一抱]
22283,不要轻信，有些人的丑跟胖瘦真的没关系！ 顶多是胖丑胖丑变成了更健康的丑瘦子！ 指望胖瘦改变颜值是不大靠谱的，倒是让自己变得更健康是真的。 改善丑的最佳方式之一就是戴口罩！ 自从开始戴口罩，感觉身边好看的人更多了。 珠海·珠海高新驿站,[doge]
22284,看这里的时候，真是狠狠心疼了，小庄一边掉眼泪一边擦桌子,[泪]
22285,【学生雨天赶路欲闯灯 交警温柔劝阻为其撑伞】4月27日晚高峰，湘潭湘乡市，天降大雨。此刻一名执勤交警正撑着雨伞在汽车广场执勤，一骑单车的学生突然闯入交警的视线，通过经验判断，交警意识到他可能有闯红灯的冲动，于是赶忙予以制止，在发现其没有带雨具后，她立即为其撑伞挡雨 ...全文,[抱一抱]
22286,播放路径：川流TV》芒果,[笑cry]
22287,可是我动不了啊,[交税]
22288,#暗夜行者 编剧#嘿嘿嘿今天晚上才开始看，一口气炫了7集，不知道为啥，我现在总感觉于警官有点坏，感觉廖警官也不是个好人，上边的人都不敢相信，只相信骆翔和苏青竹剧情反转反转再反转，挺好的一部剧，并且还是缉毒题材的，我很喜欢，愿暗夜消逝天下无毒，向所有缉毒警察致敬！,[允悲]
22289,我们喜剧人郑乃馨我又美丽又漂亮，全能ac,可以留意一下.
22290,夏天到青岛必打卡的八件事～,[虎爪比心]
22291,确实是看惯了刘海屏，这个感觉怪怪的,[吃瓜]
22292,之仙女落泪，梨花带雨 我见犹怜 。 刘亦菲｜鞠婧祎｜迪丽热巴｜李沁｜杨紫｜祝绪丹｜杨幂｜赵露思｜宋祖儿｜周冬雨｜倪妮｜许佳琪,[亲亲]
22293,体育之效；同声相应，同气相求；水至淡，盐得味；花解语，鸟自鸣；有话则长，无话则短；不避平凡，拒绝平庸；绿色生活…你那年的高考作文是什么？高考开考，一起加油~,[录取通知]
22294,芝兰玉树贵公子，能文能武郑业成小公子不哭，不然姐姐心疼啊，哈哈哈～ 图片来源见水印,[送花花]
22295,你知道有个感觉叫窈窕与绅士吗？ 中世纪的那种浪漫。,[抱一抱]
22296,喜欢的阔腿裤、连衣长裙～全部穿不了……,[苦涩]
22297,她一丝一毫都不想他受伤吧。离那么近，子弹穿透了两人怎么办？挟持者条件反射开枪了怎么办？她只是不想他出事，一丝一毫都不行,[苦涩]
22298,我的评分： 期待宁总监,[星星]
22299,致敬英雄,[泪]
22300,老师：“相关系数呢不用背，考试会给的，出来这是送分题” 出题人：“我要创新，别管我” 我：“再见了妈妈，今晚我就要跳楼”,[微风]
22301,今天我们宿舍楼下出现了两条蛇,[泪]
22302,脱口秀表演者调侃到，想要的东西都无法实现！ 是美国式幽默风趣？还是真·阴阳大师？ (人民日报网),[doge]
22303,绝经之前还有机会看到南烟斋笔录和夜旅人吗 坑爹的男演员坑我女神,[哇]
22304,哈哈哈哈 所以沙海胖和沙海邪是同班同学啊,[笑cry]
22305,我有生都没机会见那么多钱,[二哈]
22306,买不到这本杂志我真的会很难,[苦涩]
22307,能不能把男二扣图还是换脸的立马改了啊，南烟斋笔录我也期待了好多年了，刘亦菲井柏然我也很磕的,[苦涩]
22308,一国两智,[doge]
22309,姐姐好美,[害羞]
22310,真的不是徐海乔买的热搜吗？,[笑cry]
22311,疫情什么时候才能完全消失,[苦涩]
22312,牛逼,[允悲]
22313,疫情走不远但也不能辜负家门口的微风拂柳,[爱你]
22314,8点多快9点的大规模，没到3点出结果了速度可以的,[春游家族]
22315,这可不兴说 咱们就是真的完全一个躺,[挤眼]
22316,今日笑点,[笑cry]
22317,青春充满无限可能井胧,[打call]
22318,昊然要玩的开心,[抱一抱]
22319,创作全新单曲《曼巴》热血上线！这是他致敬科比的纪念曲确定还挺有意义的，他用特有的嗓音，讲述着科比的传奇故事，真的挺好听的，看得出来他很用心了！,[赞]
22320,已经买了零点场期待期待,[开学季]
22321,徐梦桃在自己的微博分享了一张和易烊千玺的合照！真的梦幻联动🈶️都是优秀的人，都在各自领域闪闪发光！,[打call]
22322,这也太大了吧,[哆啦A梦害怕]
22323,#重生之门 好人#我是最好的，其他不知道,[汗]
22324,小宋同学真的不是在凡尔赛吗？本期 节目中谈到对“自己最满意的地方”这个话题时，宋亚轩说是自己的“眉毛”。会唱歌会跳舞，一米八大长腿这些对于小宋来说都还“不够满意”？明明都是“天花板”级别了不用这么谦虚哇！,[并不简单]
22325,srds我觉得重庆卷还是去年的难一点，去年的那个题目自由度太高了对大多数普通考生来说其实很容易跑偏。,[单身狗]
22326,谁说的,[哼]
22327,这工资对我来说本身就是意义,[二哈]
22328,祝我高考顺利，这是一条定时微博。瓶子加油，粉丝们加油！记得考完不要懊悔，赶紧看明天的内容,[打call]
22329,玩了个游戏 辱女 退游了 又玩了个游戏摆烂加逼氪 退游了 又玩了个游戏 各种敷衍➕有私设嫌疑 打算退游 我都服了我自己,[疑问]
22330,统一做核酸这个结果大概要多久出来呀,[爱你]
22331,越这样就越一刀切,[喵喵]
22332,过度透支身体真的会出大事情,[二哈]
22333,12真的好拉 好想冲个14pro,[开学季]
22334,#合肥 疫情防控#咱就是说这五月份还能不能考试了？教招人都快疯了,[泪]
22335,电视剧莲花楼 cy 期待成毅李莲花，我们莲花楼楼主真的太帅,[送花花]
22336,我导师看完我的致谢， 深刻教育了我一顿,[笑cry]
22337,你为什么而拼搏？为拯救生命，为肩上责任……初心不忘，劳动光荣，北北为所有奋力奔跑的你打call啦！早安#垦区公安 守护你 和你在一起#,[爱你]
22338,Mayday希望疫情赶快消散 健健康康！！要开心也要不停努力,[彩虹屁]
22339,说明白点啊。因为三了人家临界而道歉。因为那时候粉丝为了帮你说话骂临界和wxw，向他们俩道歉。因为wxw为了你打胎而跟她道歉。为了你两头骗前女友wxw和现女友贝贝而跟她俩道歉。为了你现女友贝贝骂高天亮跟高天亮道歉。,[哆啦A梦吃惊]
22340,零食都到了一半了，气氛都烘到这了，要不咱隔离两天吧，别让我觉得自己好傻阿然后五一解封该回家回家,[doge]
22341,建议光明正大的亲＾3＾,[笑而不语]
22342,22岁男孩也是,[开学季]
22343,冰箱里面的费列罗还能不能恰！,[二哈]
22344,想回去上学今年毕业刚找到第一份工作，每天都感觉就是好累好累,[泪]
22345,额都结局了还是这么拉垮嘛 说的就是你少年歌行,[怒]
22346,客观评价，昨晚看下来，是不会出戏的，除非你硬要挑刺当我没说，baby原声台词听起来非常舒服和角本身色也很贴合，有被惊艳到,[打call]
22347,自强不息,[加油]
22348,这不是鸿门宴吗？真是拿你当“好哥们”咱就是说30万，他们也敢，以后交友还是长点心！,[doge]
22349,虽然但是我叫声男朋友不过分吧,[舔屏]
22350,胡彦斌明天上午十点，来听 &叶炫清合作电视剧 片尾曲《风息》吧看来，4月的惊喜，不止一点点,[好喜欢]
22351,为什么这两天肥陈老上热搜，别管他出不出专辑了，他几百首歌你们都听过了么就催新歌没听过的歌对你们来说不就是新歌么。 现在疫情都不好过，去年发生太多事了，正好让他休息一下不好么。 他自己说过最舒服的出专辑时间是三年，18年底出的《L.O.V.E.》现在也没 ...全文,[哼]
22352,钟姐犯花痴口红涂歪了的表情包咋没有呢，在线求,[doge]
22353,倒是放我出去吃啊,[泪]
22354,一路走好,[泪]
22355,终于买热搜了那㊗️东大生快吧,[允悲]
22356,孙膑长大了果然长成女孩子了！,[悲伤]
22357,以后生个娃叫李得意 洋洋得意,[哈哈]
22358,#合肥 疫情防控# 我真的会谢携全家精准投毒真有您的，不判刑天理难容！ 今天下午刚吃的🍜 把屯粮吃的只剩这么一点 别人囤粮，我搁这清库存呢,[微笑]
22359,恕我直言 3+11政策就是狗屎,[微笑]
22360,怎么敢碰瓷盗圈太子爷的？给我告这些商家真的不要脸，出来道歉！,[怒]
22361,一脸懵逼的从热搜点进来然后再一脸懵逼的出去 有谁告诉我究竟怎么了吗,[失望]
22362,买的是情调，买的是浪漫，买的是一份好心情,[哇]
22363,我们家估计是吃货妈妈为给女儿做榜样变健身达人,[允悲]
22364,据说可以降血压，我家这边卖的超贵，而且还好多假货,[允悲]
22365,我现在在这骂你 你不会从南京过来拉我电闸断我的电吧,[挤眼]
22366,我也想上天宫看看,[偷笑]
22367,确实帅呀！纯天然帅哥，五官长得都标致，看着他一本正经地说“请这届网友自重”，笑死了,[笑cry]
22368,这个热搜让我瞬间下头,[黑线]
22369,无论是在爱情亦或是友情中，多爱自己才是最重要的，love yourself 阿娇的爱情观我真的爱了,[心]
22370,好帅啊，见义勇为好棒,[打call]
22371,不可能,[污]
22372,馋哭了,[泪]
22373,虽然当前可能很难，但是千万别轻易放弃自己（如果真不知道为什么活着，可以先为感恩救你的人，先让自己脱离了痛苦的情绪，未来一定会更好）。感谢婆婆，好人永远健康快乐,[心]
22374,都好喜欢听,[抱一抱]
22375,难道日本的虚情假意被发现了吗 🇺🇦外交部发视频感谢其他国家支援唯独没提🇯🇵 是不是🇺🇦已经发现他们被🇯🇵接收的难民被送到福岛县农作的事,[允悲]
22376,说白了就是一群没啥本事的人喷人家努力工作的小姑娘，赚着自己几年才能拿到的年薪，你能有董明珠懂吗？随意判定人家小姑娘的长相，我真想看看你啥样子哦？还说人家炒作，你又懂了，全世界就你最懂,[挖鼻]
22377,楼下在做第7轮核酸了，我做个防晒这就去。 刚在群里还说，这5天我除了做核酸下楼其余时间自己把自己隔离了,[允悲]
22378,檀健次、赵小棠节目中跳孤独颂歌好有氛围感！赵小棠鞋不小心踢出去后多多竟然也故意把鞋踢飞，这个小举动谁懂！！,[苦涩]
22379,“让我们的子孙后代享受前人披荆斩棘的幸福吧！”1928年的今天，陈乔年留下这句话后，英勇就义，年仅26岁。牺牲前，他受尽酷刑，宁死不屈，身上已看不到一块完好的皮肤，鲜血流在衣服上结成血痂……今日，缅怀，致敬！ ...全文,[泪]
22380,救救打工人吧，救救打工人吧，至少开一下昌平的地铁吧,[苦涩]
22381,我现在大一，以前特别特别向往大学，后来来到了大学过的一点都不快乐！学校差还一点管的特别特别多，这里不允许哪里不允许，别人的学校还搞了一点点小型活动，我这个学校啥都没有。现在特别特别后悔，想重新回去再读一次考一个好大学认真填志愿,[泪]
22382,回家就是对妈妈最好的礼物,[泪]
22383,庞宽真成隔离了,[开学季]
22384,#暗夜行者 编剧# 救命这个结局虐的我好难受,[苦涩]
22385,人就是要折腾啊！,[good]
22386,真的是我向往的生活,[泪]
22387,刘畊宏女孩许佳琪来啦～蹦蹦跳跳的kiki好可爱好元气啊！真的好自律，假期也要在家做运动，看着运动的kiki我也要起来跳一会儿本草纲目了,[打call]
22388,这算是度假还是换个地方训练？ 发博晒出骑马和自拍照，同时说自己休息了两天，公主的休息是指骑马然后还跑了20公里。谷爱凌,[good]
22389,就闲的没事干吧，干嘛不把保时捷留下,[doge]
22390,忙里偷闲，快来咱们的小树洞清凉一下,[兔子]
22391,哈哈哈哈哈，我们耀文真可爱啊！这么可爱善良的小孩，希望能被这个世界温柔以待。期待能在萌探中看到更多造型的刘耀文,[泪]
22392,我的真男人！！我哭了,[赞]
22393,票已经买好了，我都半年没去过影院了，给孩子憋坏了,[苦涩]
22394,那这个夏天小侬希望冰激凌可以“多多一杉”,[馋嘴]
22395,嘴纸片人的都是什么脑瘫啊救救,[费解]
22396,被困在上海52天的孩子表示，相信郑州，相信政府，郑州加油！想家的第无数天,[苦涩]
22397,青岛的夏天太美啦，还想再去,[哈哈]
22398,好家伙，还以为是说服爸妈，去考研，到了是说服，爸妈去考研不过好像也不错,[允悲]
22399,老婆,[哇]
22400,好吓人,[苦涩]
22401,这种老板太少了 为老板的点赞,[good]
22402,上海还在建新方舱，怎么就有方舱关舱了呢？,[疑问]
22403,怎么总有这个rs,[跪了]
22404,专业舔狗表演了。,[嘻嘻]
22405,我真的会谢本来应该高高兴兴回家的 疫情什么时候滚出去,[拜拜]
22406,现在的附小小学生 不大多都是可以出去大学的么 学校里好多小学生哦 封大学生不封小学生和其他家属哦 只有大学生是需要封的呢 真棒,[笑cry]
22407,期待王俊凯周三晚六点的重生之门（yk小辣鸡）,[抱一抱]
22408,这么快就第三封啦！有期待，有惊喜！做 粉丝好幸福呀！,[哇]
22409,在这个神州大地上不会有这么一天 网页链接,[闭嘴]
22410,求求了，你家要有能安利的就拿上来行吗，别一天天酸的不行，影响我看美女 热搜是朕刷上来的 因为天天看美女真的很重要！看刘亦菲更重要,[怒]
22411,千玺是怎么做到两张照片的姿势笑容一模一样，真人形立牌，打卡地,[doge]
22412,想吃也浅看一下我今晚的晚餐🥣 这个抹茶就很合我心意！不是很浓的抹茶粉的味道下次点欣赏新疆炒米粉一定要记得不要白芝麻,[嘻嘻]
22413,鲜艳的五星红旗再次飘扬在珠峰之巅，更飘扬在每个中国人的心中！祝贺中国珠峰科考队，你们辛苦了！,[心]
22414,哟 我的好闺蜜上热搜啦没关系 159 .9万布朗云挺你,[挤眼]
22415,好多钱呀,[航天员]
22416,王俊凯太期待《断·桥》啦！6月2号我们电影院不见不散 太想快点见到新的你了,[送花花]
22417,没准你是困了，饿了，累了，困了去睡觉，饿了吃东西，累了就躺平状态不好的时候不要做决定，等状态好的时候，你依旧想这样，就去做吧,[偷笑]
22418,电竞新人 说起团魂热血满满，问起段位沉默不语，团魂凝聚的“INTO一”，会成为 的“最大挑战”吗？ INTO1实训现场前瞻：团魂凝聚，却在段位上错落有致,[思考]
22419,aespa将在本届科切拉音乐节登上主舞台，表演主打歌Black Mamba、Next Level、Savage以及为这次表演特别准备的未发行歌曲，表演时间为北京时间本周日上午，期待,[憧憬]
22420,13岁的人懂的东西已经很多了 而且农药味这么大 应该不会是误服吧无论如何 早日康复吧,[衰]
22421,→_→ 好吧，我…… 查看图片,[允悲]
22422,承认自己的错误很难吗,[疑问]
22423,用山东话给自己的爸爸打电话说“我爱你”，小宋爸爸立马回复“我也爱你，我非常爱你”，氛围太温馨了。大家都要好好对家人表达爱呀~浙江广电集团的优酷视频,[抱一抱]
22424,从心理学角度看不同个性的人对头像的选择有不同偏好，换头像的频率也与个人神经质程度有关而不换头像的人则比较稳定，不同个性的人对头像的选择有不同偏好，你觉得头像和性格真的有关系吗？,[并不简单]
22425,我去看po文了,[舔屏]
22426,跟我们这等打工人有何关系？？？,[二哈]
22427,而且是只一周就这么多哦，预售期还有三周5.27回归请多多支持,[偷乐]
22428,乱说，空气炸锅真的好使，我都想我的锅了,[苦涩]
22429,如果不是他的牺牲，可能就是全车人的牺牲他在危急时刻果断停车，撂下生命中的最后一把闸，保障了车上旅客的安全。 致敬英雄，一路走好！中国军人从没有让我们失望过！,[泪]
22430,看在蛋糕小龙虾鸡翅鸡块粽子酸奶雪碧的份上，祝你东生日快乐,[兔子]
22431,我们这边楼下喇叭说，如果今天不做核酸明天就可能赋予黄码，这个健康码是你们随便可以改绿码红码是吗？我呆在家里我人好好的，但是如果我的健康码如果变黄了，不是很可笑吗？,[笑cry]
22432,路人：怎么哪都有华晨宇啊，烦死了不看了。这哥们怎么还不凉啊 事实是：你华爹还拒绝了两档综艺之后才接的这个综艺。 是谁气死我不说，反正一整个爽住了,[哼]
22433,一同参加婚礼都能被传染，说明传染力还是挺强的，看来4天隔离得加期了,[单身狗]
22434,咱们装了弹簧的酸桔子永远都是反弹反弹再反,[亲亲]
22435,疯了吧 去丝吧,[费解]
22436,又是一年高考季，加油加油,[打call]
22437,汪苏泷 这个词条说：见面的意义，是为了宣泄不见面时心里积压的浓浓的爱意。 所以，咱不用饥饿营销，咱的《赶路日记》也别太久才更一次，起码得能赶上异地恋的频次。虽然不太喜欢异地恋，但是又能怎么办（思考中💭）。,[掌宝爱心]
22438,哈哈哈哈,[打call]
22439,为什么吸毒还能留在娱乐圈，现在资本这么🐮吗 。以前都是直接封杀的啊，为了赚钱居然掩盖事实，娱乐圈清朗个寂寞。对得起缉毒警察吗,[费解]
22440,亚轩把老师的《空城》唱给这么多年轻人听，作为后辈歌手或者爱豆，这个举动很有意义。也证明您这首歌确实是特别好的作品，不论哪个时代都能引起共鸣。也非常期待有一天能看到老师和亚轩的合作舞台,[心]
22441,快摘星 快通快递吧,[泪]
22442,解封后，上海人“再也不想见”的蔬菜最近怎样了？ 将过去两个月人们常吃到的蔬菜拟人化，写出了蔬菜们的“心声”：,[doge]
22443,李老师话说晚了，我考完四年了,[doge]
22444,我家有葛根粉，但是我不会吃 网页链接,[笑cry]
22445,所以你体会到网络上要慎言嘛？？ 懂了嘛？ 不管你是不是夹带私货 但是你的发言确实对这个游戏和玩家产生了很大的心态影,[微笑]
22446,69岁婆婆的身体状态，已经秒杀好多29岁，39岁的女性了,[赞]
22447,航天员的健身房：跑步机、动感单车、拉力器一应俱全，俯卧撑也能做～网友：能办卡吗？ （央视新闻） 吉林共青团的微博视频,[doge]
22448,这回是家长过度紧张了属于是，刚刚还看到一个家长送准考证送错考点的家长比考生还紧张,[允悲]
22449,电视剧驭鲛记之恰似故人归 🐚 🐚 好久都没看到我们小鱼儿笑了 宝子鱼笑的好幸福但麻麻心疼,[单身狗]
22450,网友神吐槽：每一年Met Gala的男士们,[doge]
22451,亲不到,[哼]
22452,热搜上只看到前半段 以为延假期了,[苦涩]
22453,给我告他,[赢牛奶]
22454,#重生之门 好人#不清楚！反正我是好人,[并不简单]
22455,美帝国主意都是纸老虎,[太开心]
22456,已经年轻到49岁了吗 别说老年人了，中年人没有基础病的又有多少,[蜡烛]
22457,小打怡情，就问打架的皇朝帅不帅 赖艺,[酷]
22458,一点不意外！做好事不留名，是胡同学的传统！他这样热爱公益的人，竟然还有人质疑他有没有捐赠？,[并不简单]
22459,刚又重温了一遍夜行书生我的第一任男神啊 快点好起来 宣城,[泪]
22460,肯定是为了第二部铺垫的,[泪]
22461,谢 这些我都可以自己搞定,[作揖]
22462,快递公司别不要脸了 这就像家暴老公天天给你打半死，然后突然有一天只打了你两个耳光，你觉得他真好 新西兰·奥克兰,[微笑]
22463,俺们xpx 多少有点油麦在身，花式宣传小能手。每个都能吓得我一惊一乍的完了又哈哈大笑。阳澄湖真的是苦中作乐第一名 每个人不知道重生之门提档到明晚六点我都会伤心的ok,[兔子]
22464,好搞笑啊 虽然但是，其他邻居都受困扰为什么他还可以放三年，别的邻居三年内都没有提意见吗会不会提了但是这男的没有听 咱就是说这个男的真的好记仇,[费解]
22465,黄明昊，等着看你被虐🤓🤓,[doge]
22466,这有点吓人了,[感冒]
22467,瑞思拜,[666]
22468,为东大祝一波力,[送花花]
22469,两年没回家了,[允悲]
22470,来自韦东奕的降维打击 某六个博士的团队，搞了四个月的产品，却总是失败，无奈联系上了韦东奕 韦东奕不仅很快处理好了问题，还拒绝收钱，只因太简单了，没必要要钱(cr.我的偶像巨顽皮),[笑cry]
22471,试了一下，好像也就这个时间字体稍微好看一点了？ #iOS 16自定义锁屏#,[苦涩]
22472,跟了，因为有人哔哔不会无聊。,[春游家族]
22473,温理英语要多少分啊,[泪]
22474,那邮政快递还能发出去咩,[苦涩]
22475,无非怕赔，宠物三者险，熊孩子险，了解下,[酷]
22476,插画 今日芒种 宜:青梅煮酒 忌:嘟嘟贪嘴,[偷笑]
22477,…… 就是说整个6月都没法在公共场所聚集了呗 毕竟电影节贯穿整个6月,[苦涩]
22478,夏日入侵企画夏日入侵企画收福州的票！哪天都可以！都到门口不能不看吧！求求大家了呜呜呜,[泪]
22479,居委会的工作人员好辛苦，从早上很早一直到现在都还在外面张罗做核酸检测，今天外面大风刮着真特别冷，谢谢他们,[抱一抱]
22480,好带感啊！收视率又破新高！收视率第一的韩剧！也是李准的第一部古装剧！期待期待,[赞]
22481,英雄们真的也要考虑考虑自己保重的啊不幸,[泪]
22482,加油饱饱们,[哇]
22483,谷爱凌 继续努力奔跑吧！,[中国赞]
22484,少女们加油！！！闪耀布达佩斯！！！ （貌似也是咱们小陈教练的国际首秀…？,[打call]
22485,以前焦虑起来就忍不住揪自己额前的碎发，后来发现快把自己薅秃了才及时收手,[哆啦A梦吃惊]
22486,小秘书特奉上同款壁纸给各位总监！ 祝愿每个打工人都得偿所愿,[亲亲]
22487,谁看不迷糊太帅啦,[哇]
22488,可能都有基础病吧,[doge]
22489,绝了 演员王俊凯,[抱一抱]
22490,wok 小贝 fk 西安哪个街？？？ 在场路人说这几个男的要让小贝出不了这条街 查看图片,[哆啦A梦害怕]
22491,人红就让人嫉,[悲伤]
22492,我趣…一卷好难🤯怎么老喜欢搞一些文言文md,[裂开]
22493,生活会好好对待每一个人，祝早日康复,[心]
22494,开了？去哪学？去哪考？要多收我多少钱你说，我准备好了考完我能进演出协会当会员吗？听说当会员可棒了，谁都封杀不了我耶，是不是,[可怜]
22495,好期待好期待！,[哇]
22496,马小路加油嘿咻嘿咻,[哇]
22497,挺住我要回家还有一个月立刻马上清零,[失望]
22498,去看看吧,[鼓掌]
